"type","office","office_code","origin","technology_original","technology_number","technology","year","count"
"Region","Asia","R2","Non-Resident","9 - Optics",9,"Optics","1997",2144
"Region","Asia","R2","Non-Resident","10 - Measurement",10,"Measurement","1997",2006
"Region","Asia","R2","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1997",327
"Region","Asia","R2","Non-Resident","12 - Control",12,"Control","1997",782
"Region","Asia","R2","Non-Resident","13 - Medical technology",13,"Medical technology","1997",1309
"Region","Asia","R2","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",1962
"Region","Asia","R2","Non-Resident","15 - Biotechnology",15,"Biotechnology","1997",843
"Region","Asia","R2","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",1347
"Region","Asia","R2","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",1425
"Region","Asia","R2","Non-Resident","18 - Food chemistry",18,"Food chemistry","1997",691
"Region","Asia","R2","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",1537
"Region","Asia","R2","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",1304
"Region","Asia","R2","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",1044
"Region","Asia","R2","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1997",9
"Region","Asia","R2","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1997",1500
"Region","Asia","R2","Non-Resident","24 - Environmental technology",24,"Environmental technology","1997",662
"Region","Asia","R2","Non-Resident","25 - Handling",25,"Handling","1997",2039
"Region","Asia","R2","Non-Resident","26 - Machine tools",26,"Machine tools","1997",1730
"Region","Asia","R2","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",1251
"Region","Asia","R2","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",1823
"Region","Asia","R2","Non-Resident","29 - Other special machines",29,"Other special machines","1997",1980
"Region","Asia","R2","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",764
"Region","Asia","R2","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1997",1490
"Region","Asia","R2","Non-Resident","32 - Transport",32,"Transport","1997",1618
"Region","Asia","R2","Non-Resident","33 - Furniture, games",33,"Furniture, games","1997",1099
"Region","Asia","R2","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1997",1048
"Region","Asia","R2","Non-Resident","35 - Civil engineering",35,"Civil engineering","1997",2813
"Region","Europe","R3","Resident","0 - Unknown",0,"Unknown","1997",5687
"Region","Europe","R3","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",4642
"Region","Europe","R3","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",1413
"Region","Europe","R3","Resident","3 - Telecommunications",3,"Telecommunications","1997",1438
"Region","Europe","R3","Resident","4 - Digital communication",4,"Digital communication","1997",492
"Region","Europe","R3","Resident","5 - Basic communication processes",5,"Basic communication processes","1997",743
"Region","Europe","R3","Resident","6 - Computer technology",6,"Computer technology","1997",1084
"Region","Europe","R3","Resident","7 - IT methods for management",7,"IT methods for management","1997",45
"Region","Europe","R3","Resident","8 - Semiconductors",8,"Semiconductors","1997",644
"Region","Europe","R3","Resident","9 - Optics",9,"Optics","1997",1430
"Region","Europe","R3","Resident","10 - Measurement",10,"Measurement","1997",4603
"Region","Europe","R3","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1997",592
"Region","Europe","R3","Resident","12 - Control",12,"Control","1997",1322
"Region","Europe","R3","Resident","13 - Medical technology",13,"Medical technology","1997",3705
"Region","Europe","R3","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",2366
"Region","Europe","R3","Resident","15 - Biotechnology",15,"Biotechnology","1997",986
"Region","Europe","R3","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",1825
"Region","Europe","R3","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",1458
"Region","Europe","R3","Resident","18 - Food chemistry",18,"Food chemistry","1997",1482
"Region","Europe","R3","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",2284
"Region","Europe","R3","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",2897
"Region","Europe","R3","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",1227
"Region","Europe","R3","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1997",8
"Region","Europe","R3","Resident","23 - Chemical engineering",23,"Chemical engineering","1997",3338
"Region","Europe","R3","Resident","24 - Environmental technology",24,"Environmental technology","1997",1842
"Region","Europe","R3","Resident","25 - Handling",25,"Handling","1997",3772
"Region","Europe","R3","Resident","26 - Machine tools",26,"Machine tools","1997",3532
"Region","Europe","R3","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",2829
"Region","Europe","R3","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",2060
"Region","Europe","R3","Resident","29 - Other special machines",29,"Other special machines","1997",4642
"Region","Europe","R3","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",1842
"Region","Europe","R3","Resident","31 - Mechanical elements",31,"Mechanical elements","1997",3700
"Region","Europe","R3","Resident","32 - Transport",32,"Transport","1997",5104
"Region","Europe","R3","Resident","33 - Furniture, games",33,"Furniture, games","1997",2206
"Region","Europe","R3","Resident","34 - Other consumer goods",34,"Other consumer goods","1997",1887
"Region","Europe","R3","Resident","35 - Civil engineering",35,"Civil engineering","1997",5839
"Region","Europe","R3","Non-Resident","0 - Unknown",0,"Unknown","1997",741
"Region","Europe","R3","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",3058
"Region","Europe","R3","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",2219
"Region","Europe","R3","Non-Resident","3 - Telecommunications",3,"Telecommunications","1997",1387
"Region","Europe","R3","Non-Resident","4 - Digital communication",4,"Digital communication","1997",511
"Region","Europe","R3","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1997",787
"Region","Europe","R3","Non-Resident","6 - Computer technology",6,"Computer technology","1997",1794
"Region","Europe","R3","Non-Resident","7 - IT methods for management",7,"IT methods for management","1997",44
"Region","Europe","R3","Non-Resident","8 - Semiconductors",8,"Semiconductors","1997",1206
"Region","Europe","R3","Non-Resident","9 - Optics",9,"Optics","1997",2263
"Region","Europe","R3","Non-Resident","10 - Measurement",10,"Measurement","1997",2337
"Region","Europe","R3","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1997",384
"Region","Europe","R3","Non-Resident","12 - Control",12,"Control","1997",860
"Region","Europe","R3","Non-Resident","13 - Medical technology",13,"Medical technology","1997",2242
"Region","Europe","R3","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",3268
"Region","Europe","R3","Non-Resident","15 - Biotechnology",15,"Biotechnology","1997",1213
"Region","Europe","R3","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",2912
"Region","Europe","R3","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",1865
"Region","Europe","R3","Non-Resident","18 - Food chemistry",18,"Food chemistry","1997",829
"Region","Europe","R3","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",2067
"Region","Europe","R3","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",1932
"Region","Europe","R3","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",1126
"Region","Europe","R3","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1997",16
"Region","Europe","R3","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1997",1964
"Region","Europe","R3","Non-Resident","24 - Environmental technology",24,"Environmental technology","1997",884
"Region","Europe","R3","Non-Resident","25 - Handling",25,"Handling","1997",2166
"Region","Europe","R3","Non-Resident","26 - Machine tools",26,"Machine tools","1997",2034
"Region","Europe","R3","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",1776
"Region","Europe","R3","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",2546
"Region","Europe","R3","Non-Resident","29 - Other special machines",29,"Other special machines","1997",2435
"Region","Europe","R3","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",874
"Region","Europe","R3","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1997",2301
"Region","Europe","R3","Non-Resident","32 - Transport",32,"Transport","1997",2740
"Region","Europe","R3","Non-Resident","33 - Furniture, games",33,"Furniture, games","1997",920
"Region","Europe","R3","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1997",1156
"Region","Europe","R3","Non-Resident","35 - Civil engineering",35,"Civil engineering","1997",2342
"Region","Latin America and the Caribbean","R4","Resident","13 - Medical technology",13,"Medical technology","1997",1
"Region","Latin America and the Caribbean","R4","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","0 - Unknown",0,"Unknown","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",7
"Region","Latin America and the Caribbean","R4","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",3
"Region","Latin America and the Caribbean","R4","Non-Resident","18 - Food chemistry",18,"Food chemistry","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",3
"Region","Latin America and the Caribbean","R4","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1997",4
"Region","Latin America and the Caribbean","R4","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","29 - Other special machines",29,"Other special machines","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","33 - Furniture, games",33,"Furniture, games","1997",1
"Region","Latin America and the Caribbean","R4","Non-Resident","35 - Civil engineering",35,"Civil engineering","1997",1
"Region","North America","R5","Resident","0 - Unknown",0,"Unknown","1997",30
"Region","North America","R5","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",3390
"Region","North America","R5","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",2452
"Region","North America","R5","Resident","3 - Telecommunications",3,"Telecommunications","1997",1796
"Region","North America","R5","Resident","4 - Digital communication",4,"Digital communication","1997",968
"Region","North America","R5","Resident","5 - Basic communication processes",5,"Basic communication processes","1997",1154
